name,variable_description,data_collection_period,educational_category,high_school_diploma,college_degree,graduate_degree,population_estimate
"Madison County, Iowa",No schooling completed,2018-2022,Less than High School,No,No,No,14
"Dickinson County, Iowa",Doctorate degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,115
"Des Moines County, Iowa",Regular high school diploma,2018-2022,High School Graduate,Yes,No,No,7793
"Winneshiek County, Iowa",No schooling completed,2017-2021,Less than High School,No,No,No,108
"Plymouth County, Iowa",No schooling completed,2018-2022,Less than High School,No,No,No,160
"Poweshiek County, Iowa",4th grade,2016-2020,Less than High School,No,No,No,0
"Butler County, Iowa",Master's degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,No,331
"Buena Vista County, Iowa",Nursery school,2016-2020,Less than High School,No,No,No,0
"Plymouth County, Iowa",2nd grade,2017-2021,Less than High School,No,No,No,0
"Greene County, Iowa",GED or alternative credential,2018-2022,High School Graduate,Yes,No,No,289
"Johnson County, Iowa",GED or alternative credential,2018-2022,High School Graduate,Yes,No,No,2120
"Kossuth County, Iowa",Master's degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,No,401
"Des Moines County, Iowa",Kindergarten,2016-2020,Less than High School,No,No,No,0
"Butler County, Iowa",10th grade,2016-2020,Less than High School,No,No,No,120
"Clay County, Iowa","12th grade, no diploma",2016-2020,Less than High School,No,No,No,179
"Polk County, Iowa","Some college, less than 1 year",2018-2022,Some College or Associates Degree,Yes,No,No,21150
"Appanoose County, Iowa",No schooling completed,2017-2021,Less than High School,No,No,No,51
"Clayton County, Iowa",3rd grade,2017-2021,Less than High School,No,No,No,18
"Grundy County, Iowa",Nursery school,2016-2020,Less than High School,No,No,No,0
"Union County, Iowa",Doctorate degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,Yes,49
"Muscatine County, Iowa",1st grade,2016-2020,Less than High School,No,No,No,0
"Scott County, Iowa",2nd grade,2018-2022,Less than High School,No,No,No,81
"Emmet County, Iowa",3rd grade,2018-2022,Less than High School,No,No,No,0
"Wright County, Iowa",4th grade,2017-2021,Less than High School,No,No,No,17
"Adair County, Iowa",Doctorate degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,30
"Jackson County, Iowa",Professional school degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,Yes,126
"Union County, Iowa",1st grade,2017-2021,Less than High School,No,No,No,0
"Louisa County, Iowa",2nd grade,2016-2020,Less than High School,No,No,No,0
"Shelby County, Iowa",7th grade,2016-2020,Less than High School,No,No,No,14
"Henry County, Iowa",Bachelor's degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,No,2215
"Cass County, Iowa",7th grade,2018-2022,Less than High School,No,No,No,15
"O'Brien County, Iowa",8th grade,2016-2020,Less than High School,No,No,No,236
"O'Brien County, Iowa",Associate's degree,2016-2020,Some College or Associates Degree,Yes,Yes,No,1234
"Jasper County, Iowa","12th grade, no diploma",2017-2021,Less than High School,No,No,No,220
"Lee County, Iowa",6th grade,2018-2022,Less than High School,No,No,No,0
"Kossuth County, Iowa",Kindergarten,2017-2021,Less than High School,No,No,No,0
"Louisa County, Iowa",2nd grade,2017-2021,Less than High School,No,No,No,0
"Cherokee County, Iowa",Master's degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,No,375
"Howard County, Iowa","Some college, less than 1 year",2018-2022,Some College or Associates Degree,Yes,No,No,369
"Pottawattamie County, Iowa","Some college, 1 or more years, no degree",2016-2020,Some College or Associates Degree,Yes,No,No,9478
"Louisa County, Iowa",No schooling completed,2018-2022,Less than High School,No,No,No,177
"Louisa County, Iowa","12th grade, no diploma",2018-2022,Less than High School,No,No,No,93
"Keokuk County, Iowa",9th grade,2016-2020,Less than High School,No,No,No,50
"Mills County, Iowa",8th grade,2018-2022,Less than High School,No,No,No,63
"Clayton County, Iowa",Nursery school,2017-2021,Less than High School,No,No,No,7
"Floyd County, Iowa","Some college, less than 1 year",2016-2020,Some College or Associates Degree,Yes,No,No,791
"Jefferson County, Iowa",7th grade,2016-2020,Less than High School,No,No,No,0
"Cedar County, Iowa",5th grade,2016-2020,Less than High School,No,No,No,0
"Lucas County, Iowa",3rd grade,2016-2020,Less than High School,No,No,No,37
"Fayette County, Iowa",8th grade,2017-2021,Less than High School,No,No,No,266
"Adams County, Iowa",10th grade,2016-2020,Less than High School,No,No,No,11
"Washington County, Iowa",8th grade,2017-2021,Less than High School,No,No,No,328
"Cedar County, Iowa",1st grade,2017-2021,Less than High School,No,No,No,0
"Cherokee County, Iowa",8th grade,2016-2020,Less than High School,No,No,No,54
"Clinton County, Iowa",Master's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,1252
"Lyon County, Iowa",Total,2017-2021,NA,NA,NA,NA,7692
"Adair County, Iowa",No schooling completed,2018-2022,Less than High School,No,No,No,49
"Fremont County, Iowa",11th grade,2018-2022,Less than High School,No,No,No,74
"Buena Vista County, Iowa",Total,2018-2022,NA,NA,NA,NA,13055
"Worth County, Iowa",Doctorate degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,Yes,13
"Page County, Iowa",GED or alternative credential,2018-2022,High School Graduate,Yes,No,No,674
"Butler County, Iowa",2nd grade,2018-2022,Less than High School,No,No,No,0
"Guthrie County, Iowa",10th grade,2016-2020,Less than High School,No,No,No,81
"Decatur County, Iowa","12th grade, no diploma",2018-2022,Less than High School,No,No,No,84
"Davis County, Iowa",Nursery school,2018-2022,Less than High School,No,No,No,0
"Story County, Iowa",Professional school degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,Yes,871
"Monona County, Iowa",Nursery school,2016-2020,Less than High School,No,No,No,0
"Clarke County, Iowa","Some college, 1 or more years, no degree",2016-2020,Some College or Associates Degree,Yes,No,No,919
"Guthrie County, Iowa","12th grade, no diploma",2016-2020,Less than High School,No,No,No,123
"Louisa County, Iowa",GED or alternative credential,2018-2022,High School Graduate,Yes,No,No,361
"Sac County, Iowa",Total,2017-2021,NA,NA,NA,NA,6964
"Van Buren County, Iowa",Associate's degree,2016-2020,Some College or Associates Degree,Yes,Yes,No,631
"Emmet County, Iowa",2nd grade,2016-2020,Less than High School,No,No,No,0
"Cherokee County, Iowa",6th grade,2018-2022,Less than High School,No,No,No,12
"Buchanan County, Iowa",3rd grade,2017-2021,Less than High School,No,No,No,0
"Dallas County, Iowa",1st grade,2018-2022,Less than High School,No,No,No,3
"Jefferson County, Iowa",6th grade,2018-2022,Less than High School,No,No,No,47
"Woodbury County, Iowa","Some college, 1 or more years, no degree",2018-2022,Some College or Associates Degree,Yes,No,No,8495
"Black Hawk County, Iowa",Total,2017-2021,NA,NA,NA,NA,83659
"Butler County, Iowa",Regular high school diploma,2016-2020,High School Graduate,Yes,No,No,3466
"Washington County, Iowa","Some college, less than 1 year",2017-2021,Some College or Associates Degree,Yes,No,No,1036
"Chickasaw County, Iowa",Master's degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,No,264
"Polk County, Iowa",Doctorate degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,3815
"Bremer County, Iowa",8th grade,2018-2022,Less than High School,No,No,No,91
"Muscatine County, Iowa",Kindergarten,2017-2021,Less than High School,No,No,No,0
"Harrison County, Iowa",Total,2017-2021,NA,NA,NA,NA,10148
"Guthrie County, Iowa",GED or alternative credential,2016-2020,High School Graduate,Yes,No,No,241
"Howard County, Iowa","Some college, less than 1 year",2016-2020,Some College or Associates Degree,Yes,No,No,407
"Lucas County, Iowa","12th grade, no diploma",2018-2022,Less than High School,No,No,No,57
"Cass County, Iowa",3rd grade,2018-2022,Less than High School,No,No,No,15
"Osceola County, Iowa",Professional school degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,39
"Sac County, Iowa",9th grade,2017-2021,Less than High School,No,No,No,76
"Osceola County, Iowa","Some college, less than 1 year",2018-2022,Some College or Associates Degree,Yes,No,No,322
"Marion County, Iowa",7th grade,2016-2020,Less than High School,No,No,No,28
"Henry County, Iowa",2nd grade,2018-2022,Less than High School,No,No,No,0
"Cherokee County, Iowa",Professional school degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,114
"Emmet County, Iowa",Regular high school diploma,2018-2022,High School Graduate,Yes,No,No,2026
"Linn County, Iowa",10th grade,2016-2020,Less than High School,No,No,No,1289
"Tama County, Iowa",Kindergarten,2018-2022,Less than High School,No,No,No,0
"Wayne County, Iowa",GED or alternative credential,2018-2022,High School Graduate,Yes,No,No,257
"Scott County, Iowa",5th grade,2016-2020,Less than High School,No,No,No,153
"Cass County, Iowa",11th grade,2017-2021,Less than High School,No,No,No,233
"Webster County, Iowa",11th grade,2017-2021,Less than High School,No,No,No,728
"Page County, Iowa",6th grade,2016-2020,Less than High School,No,No,No,4
"Sac County, Iowa",1st grade,2017-2021,Less than High School,No,No,No,0
"Jackson County, Iowa",2nd grade,2018-2022,Less than High School,No,No,No,0
"Webster County, Iowa",Associate's degree,2018-2022,Some College or Associates Degree,Yes,Yes,No,3288
"Monona County, Iowa",Kindergarten,2018-2022,Less than High School,No,No,No,0
"O'Brien County, Iowa",Bachelor's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,1601
"Marion County, Iowa",Nursery school,2018-2022,Less than High School,No,No,No,0
"Buena Vista County, Iowa",1st grade,2017-2021,Less than High School,No,No,No,18
"Plymouth County, Iowa",7th grade,2017-2021,Less than High School,No,No,No,62
"Sioux County, Iowa",4th grade,2016-2020,Less than High School,No,No,No,48
"Benton County, Iowa",8th grade,2016-2020,Less than High School,No,No,No,183
"Wayne County, Iowa",No schooling completed,2017-2021,Less than High School,No,No,No,44
"Dubuque County, Iowa",5th grade,2016-2020,Less than High School,No,No,No,15
"Carroll County, Iowa",10th grade,2016-2020,Less than High School,No,No,No,78
"Crawford County, Iowa",No schooling completed,2017-2021,Less than High School,No,No,No,397
"Union County, Iowa",Kindergarten,2018-2022,Less than High School,No,No,No,0
"Story County, Iowa",8th grade,2016-2020,Less than High School,No,No,No,103
"Cherokee County, Iowa",Bachelor's degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,No,1186
"Winnebago County, Iowa",Kindergarten,2016-2020,Less than High School,No,No,No,0
"Pocahontas County, Iowa","12th grade, no diploma",2018-2022,Less than High School,No,No,No,67
"Wapello County, Iowa",Bachelor's degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,No,2795
"Clarke County, Iowa","12th grade, no diploma",2016-2020,Less than High School,No,No,No,105
"Tama County, Iowa",Regular high school diploma,2016-2020,High School Graduate,Yes,No,No,4248
"Marshall County, Iowa",Nursery school,2017-2021,Less than High School,No,No,No,40
"Cedar County, Iowa",5th grade,2018-2022,Less than High School,No,No,No,0
"Story County, Iowa",6th grade,2016-2020,Less than High School,No,No,No,38
"Calhoun County, Iowa","Some college, less than 1 year",2018-2022,Some College or Associates Degree,Yes,No,No,678
"Lucas County, Iowa",4th grade,2017-2021,Less than High School,No,No,No,0
"Fremont County, Iowa",Master's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,184
"Kossuth County, Iowa",3rd grade,2018-2022,Less than High School,No,No,No,4
"Buchanan County, Iowa",6th grade,2016-2020,Less than High School,No,No,No,24
"Dubuque County, Iowa",10th grade,2018-2022,Less than High School,No,No,No,777
"Crawford County, Iowa","Some college, 1 or more years, no degree",2018-2022,Some College or Associates Degree,Yes,No,No,1426
"Mills County, Iowa",Bachelor's degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,No,1997
"Clay County, Iowa",5th grade,2018-2022,Less than High School,No,No,No,0
"Franklin County, Iowa",Associate's degree,2017-2021,Some College or Associates Degree,Yes,Yes,No,921
"Clarke County, Iowa",GED or alternative credential,2016-2020,High School Graduate,Yes,No,No,273
"Montgomery County, Iowa",11th grade,2018-2022,Less than High School,No,No,No,93
"Jefferson County, Iowa",11th grade,2018-2022,Less than High School,No,No,No,146
"Palo Alto County, Iowa","12th grade, no diploma",2017-2021,Less than High School,No,No,No,65
"Van Buren County, Iowa",3rd grade,2018-2022,Less than High School,No,No,No,0
"Appanoose County, Iowa",11th grade,2018-2022,Less than High School,No,No,No,106
"Montgomery County, Iowa","Some college, 1 or more years, no degree",2018-2022,Some College or Associates Degree,Yes,No,No,1061
"Clayton County, Iowa",Master's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,362
"Clarke County, Iowa",2nd grade,2016-2020,Less than High School,No,No,No,0
"Hardin County, Iowa",10th grade,2017-2021,Less than High School,No,No,No,195
"Chickasaw County, Iowa",1st grade,2018-2022,Less than High School,No,No,No,0
"Cedar County, Iowa",7th grade,2016-2020,Less than High School,No,No,No,0
"Mahaska County, Iowa",11th grade,2017-2021,Less than High School,No,No,No,207
"Henry County, Iowa",GED or alternative credential,2017-2021,High School Graduate,Yes,No,No,999
"Bremer County, Iowa",5th grade,2017-2021,Less than High School,No,No,No,9
"Audubon County, Iowa",Master's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,163
"Buena Vista County, Iowa",Total,2017-2021,NA,NA,NA,NA,13076
"Crawford County, Iowa",Associate's degree,2017-2021,Some College or Associates Degree,Yes,Yes,No,866
"Linn County, Iowa",8th grade,2016-2020,Less than High School,No,No,No,840
"Des Moines County, Iowa",10th grade,2017-2021,Less than High School,No,No,No,452
"Buchanan County, Iowa",10th grade,2016-2020,Less than High School,No,No,No,173
"Taylor County, Iowa",Regular high school diploma,2018-2022,High School Graduate,Yes,No,No,1480
"Linn County, Iowa",Kindergarten,2016-2020,Less than High School,No,No,No,9
"Harrison County, Iowa",4th grade,2016-2020,Less than High School,No,No,No,8
"Wayne County, Iowa",Doctorate degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,Yes,0
"Allamakee County, Iowa",Associate's degree,2018-2022,Some College or Associates Degree,Yes,Yes,No,1284
"Pottawattamie County, Iowa",2nd grade,2017-2021,Less than High School,No,No,No,12
"Buena Vista County, Iowa",Nursery school,2018-2022,Less than High School,No,No,No,0
"Davis County, Iowa",2nd grade,2016-2020,Less than High School,No,No,No,0
"Jackson County, Iowa",4th grade,2018-2022,Less than High School,No,No,No,0
"Clinton County, Iowa",8th grade,2016-2020,Less than High School,No,No,No,384
"Grundy County, Iowa",1st grade,2016-2020,Less than High School,No,No,No,0
"Hamilton County, Iowa",Doctorate degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,16
"Van Buren County, Iowa","Some college, less than 1 year",2018-2022,Some College or Associates Degree,Yes,No,No,443
"Buena Vista County, Iowa",Regular high school diploma,2017-2021,High School Graduate,Yes,No,No,3775
"Plymouth County, Iowa",Nursery school,2016-2020,Less than High School,No,No,No,0
"Warren County, Iowa",5th grade,2017-2021,Less than High School,No,No,No,10
"Keokuk County, Iowa",8th grade,2018-2022,Less than High School,No,No,No,57
"Lee County, Iowa",9th grade,2016-2020,Less than High School,No,No,No,160
"Harrison County, Iowa",1st grade,2017-2021,Less than High School,No,No,No,0
"Marshall County, Iowa",3rd grade,2017-2021,Less than High School,No,No,No,162
"Marion County, Iowa",3rd grade,2016-2020,Less than High School,No,No,No,0
"Cherokee County, Iowa","Some college, 1 or more years, no degree",2016-2020,Some College or Associates Degree,Yes,No,No,1203
"Fremont County, Iowa",Nursery school,2017-2021,Less than High School,No,No,No,0
"Louisa County, Iowa",Professional school degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,48
"Guthrie County, Iowa",8th grade,2016-2020,Less than High School,No,No,No,40
"Woodbury County, Iowa",Kindergarten,2017-2021,Less than High School,No,No,No,0
"Winneshiek County, Iowa","12th grade, no diploma",2016-2020,Less than High School,No,No,No,38
"Story County, Iowa",Total,2018-2022,NA,NA,NA,NA,51740
"Polk County, Iowa",Nursery school,2017-2021,Less than High School,No,No,No,24
"Sioux County, Iowa",Bachelor's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,4367
"Cass County, Iowa",7th grade,2017-2021,Less than High School,No,No,No,11
"Madison County, Iowa",6th grade,2017-2021,Less than High School,No,No,No,0
"Dubuque County, Iowa",1st grade,2016-2020,Less than High School,No,No,No,0
"Davis County, Iowa",7th grade,2018-2022,Less than High School,No,No,No,13
"Cedar County, Iowa",Regular high school diploma,2016-2020,High School Graduate,Yes,No,No,4641
"Madison County, Iowa",10th grade,2017-2021,Less than High School,No,No,No,37
"Wapello County, Iowa",Professional school degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,Yes,345
"Pocahontas County, Iowa",6th grade,2017-2021,Less than High School,No,No,No,9
"Poweshiek County, Iowa",9th grade,2018-2022,Less than High School,No,No,No,22
"Adair County, Iowa",6th grade,2018-2022,Less than High School,No,No,No,0
"Warren County, Iowa",4th grade,2017-2021,Less than High School,No,No,No,0
"Monroe County, Iowa",Professional school degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,Yes,30
"Pottawattamie County, Iowa",No schooling completed,2017-2021,Less than High School,No,No,No,732
"Johnson County, Iowa",Master's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,12452
"Mills County, Iowa","Some college, 1 or more years, no degree",2017-2021,Some College or Associates Degree,Yes,No,No,1485
"Mahaska County, Iowa",Kindergarten,2016-2020,Less than High School,No,No,No,5
"Emmet County, Iowa",No schooling completed,2016-2020,Less than High School,No,No,No,27
"Tama County, Iowa","Some college, less than 1 year",2016-2020,Some College or Associates Degree,Yes,No,No,936
"Taylor County, Iowa",11th grade,2016-2020,Less than High School,No,No,No,56
"Wayne County, Iowa",6th grade,2018-2022,Less than High School,No,No,No,1
"Clayton County, Iowa",No schooling completed,2018-2022,Less than High School,No,No,No,84
"Cass County, Iowa",3rd grade,2017-2021,Less than High School,No,No,No,9
"Emmet County, Iowa",Total,2017-2021,NA,NA,NA,NA,6574
"Delaware County, Iowa",10th grade,2016-2020,Less than High School,No,No,No,311
"Hardin County, Iowa",5th grade,2018-2022,Less than High School,No,No,No,10
"Hamilton County, Iowa",Regular high school diploma,2016-2020,High School Graduate,Yes,No,No,3101
"Muscatine County, Iowa",1st grade,2018-2022,Less than High School,No,No,No,0
"Lee County, Iowa","Some college, less than 1 year",2017-2021,Some College or Associates Degree,Yes,No,No,2017
"Black Hawk County, Iowa","12th grade, no diploma",2018-2022,Less than High School,No,No,No,982
"Lucas County, Iowa",Doctorate degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,24
"Lyon County, Iowa",10th grade,2018-2022,Less than High School,No,No,No,55
"Palo Alto County, Iowa",11th grade,2018-2022,Less than High School,No,No,No,99
"Mitchell County, Iowa",Kindergarten,2016-2020,Less than High School,No,No,No,0
"Mills County, Iowa",8th grade,2017-2021,Less than High School,No,No,No,63
"Clarke County, Iowa",6th grade,2016-2020,Less than High School,No,No,No,146
"Benton County, Iowa",9th grade,2018-2022,Less than High School,No,No,No,115
"Delaware County, Iowa",5th grade,2017-2021,Less than High School,No,No,No,0
"Hardin County, Iowa",9th grade,2016-2020,Less than High School,No,No,No,49
"Plymouth County, Iowa",2nd grade,2018-2022,Less than High School,No,No,No,4
"Lyon County, Iowa",Bachelor's degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,No,1162
"Worth County, Iowa",GED or alternative credential,2018-2022,High School Graduate,Yes,No,No,243
"Harrison County, Iowa","Some college, 1 or more years, no degree",2017-2021,Some College or Associates Degree,Yes,No,No,1543
"Wapello County, Iowa",Master's degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,No,1178
"Guthrie County, Iowa",3rd grade,2016-2020,Less than High School,No,No,No,0
"Ida County, Iowa",3rd grade,2017-2021,Less than High School,No,No,No,0
"Monroe County, Iowa",5th grade,2018-2022,Less than High School,No,No,No,0
"Wright County, Iowa",6th grade,2017-2021,Less than High School,No,No,No,29
"Taylor County, Iowa",Master's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,130
"Louisa County, Iowa",Nursery school,2018-2022,Less than High School,No,No,No,0
"Sioux County, Iowa",2nd grade,2016-2020,Less than High School,No,No,No,0
"Monroe County, Iowa",3rd grade,2018-2022,Less than High School,No,No,No,0
"Davis County, Iowa",GED or alternative credential,2017-2021,High School Graduate,Yes,No,No,213
"Marshall County, Iowa",Professional school degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,384
"Woodbury County, Iowa",1st grade,2018-2022,Less than High School,No,No,No,45
"Page County, Iowa",2nd grade,2016-2020,Less than High School,No,No,No,0
"Bremer County, Iowa",Kindergarten,2018-2022,Less than High School,No,No,No,0
"Linn County, Iowa",Total,2018-2022,NA,NA,NA,NA,155869
"Tama County, Iowa",Kindergarten,2016-2020,Less than High School,No,No,No,0
"Winnebago County, Iowa",No schooling completed,2016-2020,Less than High School,No,No,No,36
"Clarke County, Iowa",4th grade,2016-2020,Less than High School,No,No,No,0
"Boone County, Iowa",9th grade,2018-2022,Less than High School,No,No,No,103
"Mills County, Iowa","12th grade, no diploma",2017-2021,Less than High School,No,No,No,52
"Clinton County, Iowa",Doctorate degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,Yes,337
"Monroe County, Iowa",Regular high school diploma,2018-2022,High School Graduate,Yes,No,No,1947
"Fayette County, Iowa","12th grade, no diploma",2017-2021,Less than High School,No,No,No,131
"Washington County, Iowa",10th grade,2018-2022,Less than High School,No,No,No,195
"Hamilton County, Iowa","Some college, less than 1 year",2016-2020,Some College or Associates Degree,Yes,No,No,799
"Monona County, Iowa",7th grade,2016-2020,Less than High School,No,No,No,0
"Marion County, Iowa",Nursery school,2016-2020,Less than High School,No,No,No,0
"Shelby County, Iowa","Some college, less than 1 year",2018-2022,Some College or Associates Degree,Yes,No,No,739
"Grundy County, Iowa",Kindergarten,2017-2021,Less than High School,No,No,No,0
"Fayette County, Iowa",No schooling completed,2018-2022,Less than High School,No,No,No,72
"Montgomery County, Iowa","Some college, less than 1 year",2017-2021,Some College or Associates Degree,Yes,No,No,626
"Emmet County, Iowa",3rd grade,2017-2021,Less than High School,No,No,No,0
"Cherokee County, Iowa",Bachelor's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,1240
"Clayton County, Iowa","Some college, 1 or more years, no degree",2018-2022,Some College or Associates Degree,Yes,No,No,1369
"Page County, Iowa",No schooling completed,2016-2020,Less than High School,No,No,No,59
"Henry County, Iowa",Bachelor's degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,No,2060
"O'Brien County, Iowa","Some college, 1 or more years, no degree",2018-2022,Some College or Associates Degree,Yes,No,No,1112
"Cherokee County, Iowa","Some college, less than 1 year",2017-2021,Some College or Associates Degree,Yes,No,No,579
"Keokuk County, Iowa","Some college, 1 or more years, no degree",2016-2020,Some College or Associates Degree,Yes,No,No,952
"Calhoun County, Iowa",Master's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,343
"Cedar County, Iowa","Some college, 1 or more years, no degree",2018-2022,Some College or Associates Degree,Yes,No,No,1667
"Carroll County, Iowa",2nd grade,2017-2021,Less than High School,No,No,No,0
"Lucas County, Iowa",Regular high school diploma,2018-2022,High School Graduate,Yes,No,No,2326
"Jones County, Iowa",4th grade,2016-2020,Less than High School,No,No,No,0
"Jackson County, Iowa",No schooling completed,2017-2021,Less than High School,No,No,No,35
"Harrison County, Iowa",8th grade,2017-2021,Less than High School,No,No,No,42
"Wayne County, Iowa",4th grade,2018-2022,Less than High School,No,No,No,0
"Fremont County, Iowa",Bachelor's degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,No,701
"Emmet County, Iowa",7th grade,2017-2021,Less than High School,No,No,No,3
"Taylor County, Iowa",Regular high school diploma,2016-2020,High School Graduate,Yes,No,No,1470
"Mahaska County, Iowa",Professional school degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,Yes,127
"Harrison County, Iowa",GED or alternative credential,2017-2021,High School Graduate,Yes,No,No,426
"Henry County, Iowa",Professional school degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,Yes,98
"Grundy County, Iowa",Master's degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,No,469
"Linn County, Iowa",Bachelor's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,35956
"Lyon County, Iowa","12th grade, no diploma",2016-2020,Less than High School,No,No,No,91
"Mahaska County, Iowa",9th grade,2018-2022,Less than High School,No,No,No,94
"Union County, Iowa",6th grade,2018-2022,Less than High School,No,No,No,0
"Taylor County, Iowa",2nd grade,2016-2020,Less than High School,No,No,No,0
"Boone County, Iowa",9th grade,2016-2020,Less than High School,No,No,No,113
"Grundy County, Iowa","12th grade, no diploma",2017-2021,Less than High School,No,No,No,51
"Fremont County, Iowa",5th grade,2018-2022,Less than High School,No,No,No,3
"Dallas County, Iowa",Associate's degree,2018-2022,Some College or Associates Degree,Yes,Yes,No,6053
"Keokuk County, Iowa","Some college, 1 or more years, no degree",2018-2022,Some College or Associates Degree,Yes,No,No,812
"Boone County, Iowa",3rd grade,2018-2022,Less than High School,No,No,No,0
"Sioux County, Iowa",GED or alternative credential,2016-2020,High School Graduate,Yes,No,No,442
"Fremont County, Iowa",3rd grade,2018-2022,Less than High School,No,No,No,0
"Jefferson County, Iowa",Doctorate degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,Yes,177
"Plymouth County, Iowa",8th grade,2017-2021,Less than High School,No,No,No,237
"Washington County, Iowa","Some college, 1 or more years, no degree",2017-2021,Some College or Associates Degree,Yes,No,No,2089
"Linn County, Iowa",3rd grade,2017-2021,Less than High School,No,No,No,0
"Howard County, Iowa",Associate's degree,2018-2022,Some College or Associates Degree,Yes,Yes,No,830
"Poweshiek County, Iowa",Bachelor's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,1774
"Clayton County, Iowa",4th grade,2018-2022,Less than High School,No,No,No,0
"Marshall County, Iowa",5th grade,2016-2020,Less than High School,No,No,No,213
"Union County, Iowa",Associate's degree,2017-2021,Some College or Associates Degree,Yes,Yes,No,781
"Monona County, Iowa","Some college, less than 1 year",2017-2021,Some College or Associates Degree,Yes,No,No,575
"Madison County, Iowa",Associate's degree,2016-2020,Some College or Associates Degree,Yes,Yes,No,1392
"Winneshiek County, Iowa",7th grade,2017-2021,Less than High School,No,No,No,2
"Black Hawk County, Iowa",Doctorate degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,Yes,1228
"Union County, Iowa",8th grade,2016-2020,Less than High School,No,No,No,65
"Marion County, Iowa",5th grade,2018-2022,Less than High School,No,No,No,22
"Greene County, Iowa",8th grade,2018-2022,Less than High School,No,No,No,28
"Dallas County, Iowa",Professional school degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,1918
"Clay County, Iowa",3rd grade,2016-2020,Less than High School,No,No,No,0
"Worth County, Iowa",4th grade,2016-2020,Less than High School,No,No,No,0
"Monona County, Iowa",Associate's degree,2017-2021,Some College or Associates Degree,Yes,Yes,No,736
"Palo Alto County, Iowa",Total,2018-2022,NA,NA,NA,NA,6058
"Butler County, Iowa",4th grade,2018-2022,Less than High School,No,No,No,0
"Polk County, Iowa",Associate's degree,2018-2022,Some College or Associates Degree,Yes,Yes,No,33699
"Madison County, Iowa",4th grade,2018-2022,Less than High School,No,No,No,0
"Madison County, Iowa",2nd grade,2017-2021,Less than High School,No,No,No,0
"Poweshiek County, Iowa",3rd grade,2017-2021,Less than High School,No,No,No,0
"Mahaska County, Iowa",1st grade,2017-2021,Less than High School,No,No,No,0
"Decatur County, Iowa",GED or alternative credential,2016-2020,High School Graduate,Yes,No,No,227
"Adams County, Iowa","12th grade, no diploma",2018-2022,Less than High School,No,No,No,16
"Kossuth County, Iowa",Professional school degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,Yes,69
"Lyon County, Iowa","Some college, 1 or more years, no degree",2016-2020,Some College or Associates Degree,Yes,No,No,932
"Winneshiek County, Iowa",2nd grade,2018-2022,Less than High School,No,No,No,0
